Mercedes Benz,Classe B,200 Turbo ‐ (W245 ‐ Sport) ‐ gasolina ‐ automático,06 ‐‐ 11,FAP9017,WOE308,,,,AKX3575,AKX3575/C,B
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
Mercedes Benz,Classe C,180 ‐ (Sedan / Coupe / State) ‐ gasolina ‐ automático,2016 ‐‐>,FAP6016,WOE458,TFW458,,,AKX3593,,E
Mercedes Benz,Classe C,180 ‐ (W202 ‐ Classic / Plus / Elegance) ‐ gasolina ‐ automático / mecânico,00 ‐‐ 02,FAP4875,WOE430,TFW430,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,180 ‐ (W202 ‐ Classic / Plus / Elegance) ‐ gasolina ‐ automático / mecânico,93 ‐‐ 94,FAP9119,WOE430,TFW430,FCI1106A,,AKX35608,AKX35608/C,A
Mercedes Benz,Classe C,180 ‐ (W202 ‐ Classic / Plus / Elegance) ‐ gasolina ‐ automático / mecânico,94 ‐‐ 00,FAP9119,WOE430,TFW430,FCI1105A,,AKX35608,AKX35608/C,A
Mercedes Benz,Classe C,180 CGI Turbo ‐ (W204 ‐ Coupé / Touring / Sport) ‐ gasolina ‐ automático,13 ‐‐ 15,WR328,WOE458,TFW458,,,,AKX3589/C,E
Mercedes Benz,Classe C,180 CGI Turbo ‐ (W204 ‐ Coupé / Touring / Sport) ‐ gasolina ‐ automático,2009 ‐‐>,JFA0W07,WOE452,TFW452,,,,AKX3589/C,E
Mercedes Benz,Classe C,180 Kompressor ‐ (W203 ‐ Classic / Plus / Elegance) ‐ gasolina ‐ automático,02 ‐‐ 07,WR365,WOE460,TFW460,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,180 Kompressor ‐ (W204 ‐ Classic) ‐ gasolina ‐ automático,07 ‐‐ 11,WR365,WOE460,TFW460,,,,AKX3589/C,E
Mercedes Benz,Classe C,200 ‐ (Avantgarde) ‐ gasolina ‐ automático,2015 ‐‐>,FAP6016,WOE458,TFW458,,,AKX3593,,E
Mercedes Benz,Classe C,200 CGI Turbo ‐ (W204 ‐ Advantgarde / Sport / Touring) ‐ gasolina ‐ automático,2009 ‐‐>,JFA0W07,WOE452,TFW452,,,,AKX3589/C,E
Mercedes Benz,Classe C,200 Kompressor ‐ (W203 ‐ Classic / Touring / Coupé / Sport) ‐ gasolina ‐ automático,00 ‐‐ 03,FAP4025,WOE430,TFW430,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,200 Kompressor ‐ (W203 ‐ Classic / Touring / Coupé / Sport) ‐ gasolina ‐ automático,04 ‐‐ 07,WR365,WOE460,TFW460,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,200 Kompressor ‐ (W204 ‐ Classic) ‐ gasolina ‐ automático,07 ‐‐ 10,WR365,WOE460,TFW460,,,,AKX3589/C,E
Mercedes Benz,Classe C,220 ‐ (W202 ‐ Classic / Sport / Elegance) ‐ gasolina ‐ automático / mecânico,93 ‐‐ 96,FAP9119,WOE430,TFW430,FCI1105A,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe C,230 ‐ (W204 ‐ Advantgarde / Touring) ‐ gasolina ‐ automático,06 ‐‐ 07,FAP4052,WOE300/4,,,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,230 Kompressor ‐ (W203 ‐ Advantgarde / Sport / Coupé) ‐ gasolina ‐ automático,00 ‐‐ 03,FAP4025,WOE430,TFW430,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,230 Kompressor ‐ (W203 ‐ Advantgarde / Sport / Coupé) ‐ gasolina ‐ automático,04 ‐‐ 05,WR365,WOE460,TFW460,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,240 ‐ (W202 ‐ Classic / Plus / Elegance) ‐ gasolina ‐ automático,00 ‐‐ 03,FAP4052,WOE300/4,,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,240 ‐ (W203 ‐ Classic / Plus / Elegance) ‐ gasolina ‐ automático,97 ‐‐ 01,FAP9119,WOE300/2,TFW3002,FCI1948,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe C,250 AMG ‐ (Sport) ‐ gasolina ‐ automático,2015 ‐‐>,FAP6016,WOE458,TFW458,,,AKX3593,,E
Mercedes Benz,Classe C,250 CGI Turbo ‐ (W204 ‐ Coupé / Touring / Sport) ‐ gasolina ‐ automático,2009 ‐‐>,JFA0W07,WOE452,TFW452,,,,AKX3589/C,E
Mercedes Benz,Classe C,280 ‐ (W202 ‐ Classic / Plus / Elegance) ‐ gasolina ‐ automático / mecânico,93 ‐‐ 94,FAP9119,WOE430,TFW430,FCI1106A,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe C,280 ‐ (W202 ‐ Classic / Plus / Elegance) ‐ gasolina ‐ automático / mecânico,94 ‐‐ 97,FAP9119,WOE430,TFW430,FCI1105A,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe C,280 ‐ (W202 ‐ Classic / Plus / Elegance) ‐ gasolina ‐ automático / mecânico,97 ‐‐ 01,FAP9119,WOE300/2,TFW3002,FCI1948,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe C,280 ‐ (W204 ‐ Advantgarde / Touring) ‐ gasolina ‐ automático,08 ‐‐ 10,FAP4052,WOE300/4,,,,,AKX3589/C,E
Mercedes Benz,Classe C,300 ‐ (W204 ‐ Advantgarde / Touring) ‐ gasolina ‐ automático,09 ‐‐ 11,FAP4052,WOE300/4,,,,,AKX3589/C,E
Mercedes Benz,Classe C,32 AMG ‐ (W203) ‐ gasolina ‐ automático / mecânico,2001 ‐‐>,FAP4030,WOE300/4,,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,320 ‐ (W203 ‐ Advantgarde / Elegance / Touring) ‐ gasolina ‐ automático / mecânico,01 ‐‐ 05,FAP4052,WOE300/4,,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,350 ‐ (W203 ‐ Advantgarde / Sport / Coupé) ‐ gasolina ‐ automático,06 ‐‐ 07,FAP4052,WOE300/4,,,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,350 ‐ (W204 ‐ Advantgarde / Touring) ‐ gasolina ‐ automático,07 ‐‐ 10,FAP4052,WOE300/4,,,,,AKX3589/C,E
Mercedes Benz,Classe C,350 CGI ‐ (W204 ‐ Sport) ‐ gasolina ‐ automático,2012 ‐‐>,FAP4847,WOE454,,,,,AKX3589/C,E
Mercedes Benz,Classe C,36 AMG ‐ (W202) ‐ gasolina ‐ automático,95 ‐‐ 97,FAP9119,WOE430,TFW430,FCI1112,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe C,43 AMG ‐ (W202) ‐ gasolina ‐ automático,98 ‐‐ 00,FAP4031,WOE300/2,TFW3002,FCI1948,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe C,55 AMG ‐ (W203 ‐ Touring / Sport) ‐ gasolina ‐ automático,05 ‐‐ 06,FAP4052,WOE300/4,,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe C,63 AMG ‐ (W203 ‐ Sedã / Coupé / Black séries) ‐ gasolina ‐ automático,12 ‐‐ 13,FAP9016,WOE453,,,,,AKX3589/C,E
Mercedes Benz,Classe C,63 AMG ‐ (W203 ‐ Sedã / Touring / Sport) ‐ gasolina ‐ automático,07 ‐‐ 10,FAP9016,WOE453,,,,,AKX3589/C,E
Mercedes Benz,Classe CL,420 ‐ (C140) ‐ gasolina ‐ automático / mecânico,96 ‐‐ 98,FAP3243,WEO0591/1,,FCI1105A,,,,
Mercedes Benz,Classe CL,500 ‐ (C140) ‐ gasolina ‐ automático,97 ‐‐ 98,FAP3243,WEO0591/1,,FCI1105A,,,,
Mercedes Benz,Classe CL,500 ‐ (C215) ‐ gasolina ‐ automático,98 ‐‐ 06,FAP4052,WOE300/2,TFW3002,FCI1948,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe CL,500 ‐ (C216) ‐ gasolina ‐ automático,07 ‐‐ 10,FAP4052,WOE300/4,,,,,AKX3585/C,E
Mercedes Benz,Classe CL,500 ‐ (C216) ‐ gasolina ‐ automático,99 ‐‐ 06,FAP4052,WOE300/4,,FCI1948,,,AKX3574/C,E
Mercedes Benz,Classe CL,500 BlueEFFICIENCY  ‐ (C216) ‐ gasolina ‐ automático,2010 ‐‐>,FAP9116,WOE454,,,,,AKX3585/C,E
Mercedes Benz,Classe CL,55 AMG  ‐ (C215) ‐ automático,02 ‐‐ 06,FAP9115,WOE300/4,,,,,AKX3574/C,E
Mercedes Benz,Classe CL,55 AMG  ‐ (C215) ‐ gasolina ‐ automático,00 ‐‐ 02,FAP4052,WOE300/4,,FCI1948,,,AKX3574/C,E
Mercedes Benz,Classe CL,600 ‐ (C140) ‐ gasolina ‐ automático,96 ‐‐ 98,FAP4843,WOE303,,FCI1112,,,,
Mercedes Benz,Classe CL,600 ‐ (C215) ‐ gasolina ‐ automático,00 ‐‐ 02,FAP9114,WOE300/4,,FCI1948,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe CL,600 ‐ (C215) ‐ gasolina ‐ automático,02 ‐‐ 06,FAP9113,WOE306,,,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe CL,600 ‐ (C216) ‐ gasolina ‐ automático,2007 ‐‐>,FAP9113,WOE306,,,,,AKX3585/C,E
Mercedes Benz,Classe CL,63 AMG  ‐ (C215) ‐ gasolina ‐ automático,01 ‐‐ 02,FAP9114,WOE300/4,,FCI1948,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe CL,63 AMG  ‐ (C216) ‐ gasolina ‐ automático,07 ‐‐ 10,FAP9016,,,,,,AKX3585/C,E
Mercedes Benz,Classe CL,65 AMG ‐ (C215) ‐ gasolina ‐ automático,07 ‐‐ 08,FAP9113,WOE306,,,,,AKX3585/C,E
Mercedes Benz,Classe CL,65 AMG  ‐ (C215) ‐ gasolina ‐ automático,03 ‐‐ 06,FAP9113,WOE306,,,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe CLA,180,13 ‐‐ 19,FAP9292,WOE458,TFW458,,,AKX3591,AKX3591/C,E
Mercedes Benz,Classe CLA,200 ‐ (Urban / Vision) ‐ gasolina ‐ automático,2014 ‐‐>,FAP9292,WOE458,TFW458,,,AKX3591,AKX3591/C,E
Mercedes Benz,Classe CLA,250 ‐ (Sport 4Matic) ‐ gasolina ‐ automático,2014 ‐‐>,FAP9292,WOE458,TFW458,,,AKX3591,AKX3591/C,E
Mercedes Benz,Classe CLA,45 AMG ‐ gasolina ‐ automático,2014 ‐‐>,WR375,WOE457,,,,AKX3591,AKX3591/C,E
Mercedes Benz,Classe CLA,CLA200 Turbo ‐ gasolina,2019 ‐‐>,FAP9125,WOE459,,,,,AKX3598/C,
Mercedes Benz,Classe CLA,CLA250 ‐ (Sport DCT) ‐ gasolina,2019 ‐‐>,FAP9155,,,,,,AKX3598/C,
Mercedes Benz,Classe CLC,200 Kompressor ‐ (C203 ‐ Classic / Plus) ‐ gasolina ‐ automático,09 ‐‐ 11,WR365,WOE460,TFW460,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe CLK,230 Kompressor ‐ (C208 ‐ Kompressor / Cabriolet) ‐ gasolina ‐ automático,01 ‐‐ 02,FAP9119,WOE430,TFW430,FCI1948,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe CLK,230 Kompressor ‐ (C208 ‐ Kompressor / Cabriolet) ‐ gasolina ‐ automático,98 ‐‐ 00,FAP9119,WOE430,TFW430,FCI1112,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe CLK,320 ‐ (C208 ‐ Avantgarder / Cabriolet / Elegance / Sport) ‐ gasolina ‐ automático,97 ‐‐ 01,FAP9119,WOE300/2,TFW3002,FCI1948,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe CLK,320 ‐ (C209 ‐ Avantgarder / Cabriolet / Elegance / Sport) ‐ gasolina ‐ automático,02 ‐‐ 05,FAP4052,WOE300/4,,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe CLK,350 ‐ (C209 ‐ Avantgarder / Cabriolet / Elegance / Sport) ‐ gasolina ‐ automático,06 ‐‐ 09,FAP4052,WOE300/4,,,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe CLK,430 ‐ (C208 ‐ Avantgarder / Cabriolet / Elegance / Sport) ‐ gasolina ‐ automático,98 ‐‐ 01,FAP2006,WOE300/2,TFW3002,FCI1948,,AKX35608,AKX35608/C,E
Mercedes Benz,Classe CLK,500 ‐ (C209 ‐ Avantgarder / Cabriolet / Elegance) ‐ gasolina ‐ automático,03 ‐‐ 08,FAP4052,WOE300/4,,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe CLK,55 AMG ‐ (C209 ‐ Avantgarder / Cabriolet / Elegance) ‐ gasolina ‐ automático,01 ‐‐ 06,FAP9115,WOE300/4,,FCI1948,,AKX35160,AKX35160/C,A
Mercedes Benz,Classe CLS,350 ‐ (C209 ‐ Avantgarder) ‐ gasolina ‐ automático,04 ‐‐ 10,FAP4052,WOE300/4,,,,,AKX3577/C,A
Mercedes Benz,Classe CLS,350 CGI ‐ (C218 ‐ BlueEFFICIENCY) ‐ gasolina ‐ automático,2011 ‐‐>,FAP4847,WOE454,,,,,AKX3589/C,E
Mercedes Benz,Classe CLS,500 ‐ (C218 ‐ BlueEFFICIENCY) ‐ gasolina ‐ automático,2011 ‐‐>,FAP9116,WOE454,,,,,,
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
Mercedes Benz,Classe CLS,500 ‐ (C219 ‐ Avantgarder) ‐ gasolina ‐ automático,05 ‐‐ 06,FAP4052,WOE300/4,,,,,AKX3577/C,A
Mercedes Benz,Classe CLS,500 ‐ (C219 ‐ Avantgarder) ‐ gasolina ‐ automático,07 ‐‐ 10,FAP4052,WOE300/4,,,,,AKX3577/C,A
Mercedes Benz,Classe CLS,55 AMG ‐ (C219 ‐ Avantgarder) ‐ gasolina ‐ automático,05 ‐‐ 06,FAP9115,WOE300/4,,,,,AKX3577/C,A
Mercedes Benz,Classe CLS,63 AMG ‐ (C218) ‐ gasolina ‐ automático,2012 ‐‐>,FAP9116,WOE457,,,,,AKX3589/C,E
Mercedes Benz,Classe CLS,63 AMG ‐ (C219 ‐ Avantgarder) ‐ gasolina ‐ automático,06 ‐‐ 10,FAP9016,WOE453,,,,,AKX3577/C,A
Mercedes Benz,Classe E 200,(W210 ‐ Classic / Elegance) ‐ gasolina ‐ mecânico,93 ‐‐ 00,FAP4853,WOE430,TFW430,FCI1105A,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 200,(W210 ‐ Kompressor) ‐ gasolina ‐ mecânico,00 ‐‐ 02,FAP4869,WOE430,TFW430,FCI1948,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 200,(W210 ‐ Kompressor) ‐ gasolina ‐ mecânico,02 ‐‐ 09,WR365,WOE460,TFW460,,,,AKX3573/C,E
Mercedes Benz,Classe E 200,CDI diesel ‐ (W124) ‐ mecânico,93 ‐‐ 95,FAP4853,WEO0610,,FCD2069,,AKX3586,,B
Mercedes Benz,Classe E 200,CDI diesel ‐ (W210) ‐ mecânico,96 ‐‐ 02,FAP4853,WEO0610,,FCD2069,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 220,(W124 ‐ Classic / Elegance) ‐ gasolina ‐ mecânico,93 ‐‐ 95,FAP4842,WOE430,TFW430,FCI1106A,,AKX3586,,B
Mercedes Benz,Classe E 220,(W124 ‐ Classic / Elegance) ‐ gasolina ‐ mecânico,95 ‐‐ 97,FAP4842,WOE430,TFW430,FCI1112,,AKX3586,,B
Mercedes Benz,Classe E 230,(W210 ‐ Elegance) ‐ gasolina ‐ mecânico,96 ‐‐ 98,FAP4853,WOE430,TFW430,FCI1105A,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 230,(W211) ‐ gasolina ‐ mecânico,07 ‐‐ 09,FAP4052,WOE300/4,,,,,AKX3573/C,E
Mercedes Benz,Classe E 240,(W210 ‐ Elegance) ‐ gasolina ‐ mecânico,1998,FAP4853,WOE430,TFW430,FCI1948,,AKX3540,,E
Mercedes Benz,Classe E 240,(W210 ‐ Elegance) ‐ gasolina ‐ mecânico,02 ‐‐ 05,FAP4052,WOE300/4,,FCI1948,,,AKX3573/C,E
Mercedes Benz,Classe E 240,(W210 ‐ Elegance) ‐ gasolina ‐ mecânico,99 ‐‐ 00,FAP4853,WOE430,TFW430,FCI1948,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 250,CGI ‐ (W207 ‐ Avantgarder / Coupé) ‐ gasolina ‐ automático,11 ‐‐ 13,JFA0W07,WOE452,TFW452,,,,AKX3589/C,E
Mercedes Benz,Classe E 250,Turbo ‐ (Avantgarder / Coupé) ‐ gasolina ‐ automático,14 ‐‐ 16,WR328,WOE458,TFW458,,,,AKX3589/C,E
Mercedes Benz,Classe E 250,Turbo ‐ (Avantgarder / Coupé) ‐ gasolina ‐ automático,2016 ‐‐>,FAP6016,WOE458,TFW458,,,AKX3593,,E
Mercedes Benz,Classe E 270,CDI diesel ‐ (W210) ‐ mecânico,99 ‐‐ 02,FAP9000,WOE300/1,,FCD0729,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 280,(W210 ‐ Classic / Touring) ‐ gasolina ‐ automático,05 ‐‐ 09,FAP4052,WOE300/4,,,,,AKX3573/C,E
Mercedes Benz,Classe E 280,(W210 ‐ Classic / Touring) ‐ gasolina ‐ mecânico,93 ‐‐ 97,FAP4844,WOE300/2,TFW3002,FCI1948,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 280,(W210 ‐ Classic / Touring) ‐ gasolina ‐ mecânico,96 ‐‐ 97,WR365,WOE430,TFW430,FCI1112,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 280,(W210 ‐ Classic / Touring) ‐ gasolina ‐ mecânico,97 ‐‐ 98,FAP4853,WOE300/4,,FCI1948,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 280,(W210 ‐ Classic / Touring) ‐ gasolina ‐ mecânico,98 ‐‐ 99,FAP4853,WOE300/2,TFW3002,FCI1948,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 280,(W210 ‐ Classic / Touring) ‐ gasolina ‐ mecânico,99 ‐‐ 03,FAP4869,WOE300/4,,FCI1948,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 280,CDI diesel ‐ (W211) ‐ automático,05 ‐‐ 09,FAP9036/2,WOE304,,FCD2163,,,AKX3573/C,E
Mercedes Benz,Classe E 290,Turbo diesel ‐ (W210) ‐ mecânico,96 ‐‐ 99,FAP4853,WEO0610,,FCD2163,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 300,(W124 ‐ 4 ‐ Matic) ‐ gasolina ‐ mecânico,93 ‐‐ 95,FAP4013,WO370,WUNI0002,FCI1110B,,AKX3586,,B
Mercedes Benz,Classe E 300,diesel ‐ (W210) ‐ mecânico,95 ‐‐ 99,FAP4853,WEO0610,,FCD2069,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 300,diesel ‐ (W211 ‐ Bluetec) ‐ automático,07 ‐‐ 09,FAP9036/2,WOE304,,FCD2163,,,AKX3573/C,E
Mercedes Benz,Classe E 320,(W210 ‐ Avantgarder / Classic / Elegance) ‐ gasolina ‐ automático,00 ‐‐ 03,FAP4853,WOE430,TFW430,FCI1105A,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 320,(W210 ‐ Avantgarder / Classic / Elegance) ‐ gasolina ‐ automático,95 ‐‐ 96,FAP4844,WOE430,TFW430,FCI1105A,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 320,(W210 ‐ Avantgarder / Classic / Elegance) ‐ gasolina ‐ automático,96 ‐‐ 97,FAP4844,WOE300/2,TFW3002,FCI1948,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 320,(W210 ‐ Avantgarder / Classic / Elegance) ‐ gasolina ‐ automático,98 ‐‐ 99,FAP4853,WOE300/2,TFW3002,FCI1948,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 320,(W211 ‐ Avantgarder / Classic / Elegance) ‐ gasolina ‐ automático,02 ‐‐ 05,FAP4052,WOE300/4,,,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 320,diesel ‐ (W211 ‐ Bluetec) ‐ automático,05 ‐‐ 09,FAP9036/2,WOE304,,FCD2163,,,AKX3573/C,E
Mercedes Benz,Classe E 320,diesel ‐ mecânico,99 ‐‐ 03,FAP9000,WOE242,,FCD0729,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 350,(W211 ‐ Avantgarder / Classic / Elegance) ‐ gasolina ‐ automático,04 ‐‐ 09,FAP4052,WOE300/4,,,,,AKX3573/C,E
Mercedes Benz,Classe E 350,CGI ‐ (W211 ‐ Avantgarder / Sport) ‐ gasolina ‐ automático,2010 ‐‐>,FAP4052,WOE300/4,,,,,AKX3589/C,E
Mercedes Benz,Classe E 36 AMG,(W124 ‐ Bluetec) ‐ gasolina ‐ automático,94 ‐‐ 96,FAP4844,WOE430,TFW430,FCI1110B,,AKX3586,,B
Mercedes Benz,Classe E 36 AMG,(W210 ‐ Bluetec) ‐ gasolina ‐ automático,96 ‐‐ 02,FAP4031,WOE430,TFW430,FCI1112,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 420,(W124 ‐ Classic) ‐ gasolina ‐ automático,93 ‐‐ 95,FAP3243,WEO0591/1,,FCI1110B,,AKX3586,,B
Mercedes Benz,Classe E 420,(W210 ‐ Avantgarder / Classic / Elegance) ‐ gasolina ‐ automático,96 ‐‐ 97,FAP4853,WEO0591/1,,FCI1105A,,AKX3571,AKX3571/C,E
Mercedes Benz,Classe E 420,(W210 ‐ Avantgarder / Classic / Elegance) ‐ gasolina ‐ automático,96 ‐‐ 98,FAP4853,WEO0591/1,,FCI1105A,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 430,(W210 ‐ Avantgarder / Elegance) ‐ gasolina ‐ automático,97 ‐‐ 03,FAP4853,WOE300/2,TFW3002,FCI1948,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 500,(W124) ‐ gasolina ‐ automático,93 ‐‐ 95,FAP3243,WEO0591/1,,FCI1110B,,AKX3586,,B
Mercedes Benz,Classe E 500,(W211 ‐ Avantgarder / Elegance) ‐ gasolina ‐ automático,02 ‐‐ 07,FAP4052,WOE300/4,,,,,AKX3573/C,E
Mercedes Benz,Classe E 500,(W211 ‐ Avantgarder / Elegance) ‐ gasolina ‐ automático,06 ‐‐ 09,FAP4052,WOE300/4,,,,,AKX3573/C,E
Mercedes Benz,Classe E 500,(W211 ‐ Avantgarder / Sport / Coupé) ‐ gasolina ‐ automático,2010 ‐‐>,FAP4052,WOE300/4,,,,,AKX3589/C,E
Mercedes Benz,Classe E 500,CGI ‐ (W212 ‐ Avantgarder / Sport / Coupé) ‐ automático,12 ‐‐ 13,FAP9116,WOE457,,,,,AKX3589/C,E
Mercedes Benz,Classe E 55 AMG,(W210) ‐ gasolina ‐ automático,97 ‐‐ 02,FAP4031,WOE300/2,TFW3002,FCI1948,,AKX3540,AKX3574/C,E
Mercedes Benz,Classe E 55 AMG,Kompressor  ‐ (W211) ‐ gasolina ‐ automático,02 ‐‐ 06,FAP9115,WOE300/4,,,,,AKX3573/C,E
Mercedes Benz,Classe E 60 AMG,(W124) ‐ gasolina ‐ automático,94 ‐‐ 95,FAP3242,WEO0591/1,,FCI1106A,,AKX3586,,B
Mercedes Benz,Classe E 63 AMG,(W212 ‐ Touring) ‐ gasolina ‐ automático,07 ‐‐ 08,FAP9016,WOE453,,,,,AKX3573/C,E
Mercedes Benz,Classe E 63 AMG,(W212 ‐ Touring) ‐ gasolina ‐ automático,09 ‐‐ 12,FAP9016,WOE453,,,,,AKX3589/C,E
Mercedes Benz,Classe E 63 AMG,(W212 ‐ Touring) ‐ gasolina ‐ automático,2012 ‐‐>,FAP9116,WOE457,,,,,AKX3589/C,E
Mercedes Benz,Classe G 270,CDI ‐ (W463) ‐ automático,2001 ‐‐>,FAP9000,WOE300/1,,FCD2071,,AKX35163,AKX35163/C,E
Mercedes Benz,Classe G 320,V6 ‐ (W463) ‐ gasolina ‐ mecânico,1998 ‐‐>,FAP4052,WOE300/4,,FCI1948,,,,
Mercedes Benz,Classe G 500,(W463) ‐ gasolina ‐ mecânico,2000 ‐‐>,FAP4052,WOE300/4,,FCI1948,,AKX35163,AKX35163/C,E
Mercedes Benz,Classe G 55,AMG ‐ (W463) ‐ gasolina ‐ automático,99 ‐‐ 04,FAP4052,WOE300/4,,FCI1948,,AKX35163,AKX35163/C,E
Mercedes Benz,Classe G 55 AMG,Kompressor ‐ (W463) ‐ gasolina ‐ automático,2004 ‐‐>,FAP9115,WOE300/4,,FCI1948,,AKX35163,AKX35163/C,E
Mercedes Benz,Classe G 63,gasolina ‐ automático,2012 ‐‐>,FAP9116,WOE457,,,,AKX35163,AKX35163/C,E
Mercedes Benz,Classe GL 350,diesel ‐ (Sport) ‐ automático,2014 ‐‐>,JFA0W11‐2,WOE304,,FCD2188,,AKX3593,,E
Mercedes Benz,Classe GL 500,(W166) ‐ gasolina ‐ automático,2007 ‐‐>,FAP4052,WOE300/4,,,,,AKX3580/C‐2,E
Mercedes Benz,Classe GL 500,(W166) ‐ gasolina ‐ automático,2013 ‐‐>,FAP9116,WOE457,,,,AKX3593,,E
Mercedes Benz,Classe GL 63 AMG,(W166) ‐ automático,2013 ‐‐>,FAP9116,WOE457,,,,AKX3593,,E
Mercedes Benz,Classe GLA 200,flex Turbo ‐ (Advance / Style / Vision) ‐ automático,2015 ‐‐>,FAP9292,WOE458,TFW458,,,AKX3591,AKX3591/C,E
Mercedes Benz,Classe GLA 200,Turbo ‐ (Advance / Style / Vision) ‐ gasolina ‐ automático,2015 ‐‐>,FAP9292,WOE458,TFW458,,,AKX3591,AKX3591/C,E
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
Mercedes Benz,Classe GLA 250,Turbo ‐ (Sport / Vision) ‐ gasolina ‐ automático,2015 ‐‐>,FAP9292,WOE458,TFW458,,,AKX3591,AKX3591/C,E
Mercedes Benz,Classe GLA 45,AMG Turbo ‐ gasolina ‐ automático,2015 ‐‐>,WR375,WOE457,,,,AKX3591,AKX3591/C,E
Mercedes Benz,Classe GLE 350,(Family / Highway / Sport) ‐ diesel ‐ automático,2014 ‐‐>,JFA0W11‐2,WOE304,,FCD2188,,AKX3596‐2,,E
Mercedes Benz,Classe GLE 400,(Coupe / High / Night) ‐ gasolina ‐ automático,2016 ‐‐>,FAP4090‐2,WOE454,,,,AKX3596‐2,,E
Mercedes Benz,Classe GLE 43 AMG,‐‐,2016 ‐‐>,FAP4090‐2,,,,,,,
Mercedes Benz,Classe GLK 220,CDI Turbo diesel ‐ (Sport) ‐ automático,13 ‐‐ 15,JFA0W06,WOE300/4,,,,,AKX3589/C,E
Mercedes Benz,Classe GLK 220,CDI Turbo diesel ‐ (Sport) ‐ automático,13 ‐‐ 15,JFA0W06,WOE300/4,,,,,AKX3589/C,E
